graph6,polynomial
JpH?GCC@?G?,"0,0,0,0,0,6,35,160,558,1681,4542,11193,25544,54871,111681,216800,404093,725956,1261663,2127595,3490143,5580422,8713255,13305397,19897363,29173595,41982370,59347868,82483731,112787706,151833816,201343166,263146404,339117410,431105809,540834167,669799084,819147134,989564725,1181144918,1393300031,1624656468,1873010254,2135288964,2407586427,2685202130,2962775650,3234416167,3493916130,3734955477,3951373190,4137388005,4287881035,4398592704,4466340787,4489143440,4466340787,4398592704,4287881035,4137388005,3951373190,3734955477,3493916130,3234416167,2962775650,2685202130,2407586427,2135288964,1873010254,1624656468,1393300031,1181144918,989564725,819147134,669799084,540834167,431105809,339117410,263146404,201343166,151833816,112787706,82483731,59347868,41982370,29173595,19897363,13305397,8713255,5580422,3490143,2127595,1261663,725956,404093,216800,111681,54871,25544,11193,4542,1681,558,160,35,6"
JpH?GCC@A??,"0,0,0,0,0,4,22,108,406,1282,3631,9263,21790,47886,99378,195953,370105,672177,1179315,2004715,3311647,5327101,8362128,12828649,19263967,28348064,40927656,58025201,80856494,110821325,149502298,198628400,260045536,335642384,427290739,536732116,665490605,814732707,985170980,1176915127,1389397433,1621248712,1870273667,2133388442,2406677554,2685411665,2964204677,3237118890,3497909902,3740201276,3957788613,4144835600,4296186931,4407536357,4475682446,4498617352,4475682446,4407536357,4296186931,4144835600,3957788613,3740201276,3497909902,3237118890,2964204677,2685411665,2406677554,2133388442,1870273667,1621248712,1389397433,1176915127,985170980,814732707,665490605,536732116,427290739,335642384,260045536,198628400,149502298,110821325,80856494,58025201,40927656,28348064,19263967,12828649,8362128,5327101,3311647,2004715,1179315,672177,370105,195953,99378,47886,21790,9263,3631,1282,406,108,22,4"
JpH?GCCO??_,"0,0,0,0,0,1,14,73,310,1035,3051,8009,19290,43137,90803,181226,345540,632772,1117871,1911840,3174555,5130313,8085536,12449211,18753670,27676705,40060485,56928653,79494067,109162482,147517864,196301867,257366261,332621005,423948081,533117031,661665137,810790814,981216637,1173084893,1385829266,1618105753,1867707298,2131563333,2405727002,2685468952,2965353035,3239427367,3501383784,3744824546,3963472876,4151473998,4303604220,4415548371,4484051507,4507116906,4484051507,4415548371,4303604220,4151473998,3963472876,3744824546,3501383784,3239427367,2965353035,2685468952,2405727002,2131563333,1867707298,1618105753,1385829266,1173084893,981216637,810790814,661665137,533117031,423948081,332621005,257366261,196301867,147517864,109162482,79494067,56928653,40060485,27676705,18753670,12449211,8085536,5130313,3174555,1911840,1117871,632772,345540,181226,90803,43137,19290,8009,3051,1035,310,73,14,1"
JpH?GCCOA??,"0,0,0,0,1,7,34,132,463,1391,3836,9588,22349,48721,100642,197792,372710,675663,1184043,2010796,3319357,5336641,8373778,12842341,19280048,28366254,40947910,58047335,80880295,110845946,149527617,198653584,260069831,335665183,427311481,536749659,665504940,814743146,985176852,1176916596,1389394517,1621241012,1870261789,2133372921,2406658128,2685389378,2964180064,3237092003,3497881507,3740172272,3957758235,4144805005,4296156272,4407505386,4475651221,4498586656,4475651221,4407505386,4296156272,4144805005,3957758235,3740172272,3497881507,3237092003,2964180064,2685389378,2406658128,2133372921,1870261789,1621241012,1389394517,1176916596,985176852,814743146,665504940,536749659,427311481,335665183,260069831,198653584,149527617,110845946,80880295,58047335,40947910,28366254,19280048,12842341,8373778,5336641,3319357,2010796,1184043,675663,372710,197792,100642,48721,22349,9588,3836,1391,463,132,34,7,1"
JpH?GD??G?_,"0,0,0,0,1,4,25,87,341,1047,3058,7859,18956,42181,88945,177415,338952,621044,1099032,1881479,3128669,5061334,7986831,12308898,18562181,27417774,39721815,56490545,78944234,108479977,146694305,195320249,256227428,331317493,422497178,531525771,659972343,809022568,979434062,1171331937,1384187727,1616629909,1866489717,2130658408,2405222695,2685403533,2965795419,3240383259,3502888515,3746842595,3965996601,4154422862,4306931644,4419134765,4487821206,4510930254,4487821206,4419134765,4306931644,4154422862,3965996601,3746842595,3502888515,3240383259,2965795419,2685403533,2405222695,2130658408,1866489717,1616629909,1384187727,1171331937,979434062,809022568,659972343,531525771,422497178,331317493,256227428,195320249,146694305,108479977,78944234,56490545,39721815,27417774,18562181,12308898,7986831,5061334,3128669,1881479,1099032,621044,338952,177415,88945,42181,18956,7859,3058,1047,341,87,25,4,1"
JpH?GD??G@?,"0,0,0,0,0,3,17,91,342,1118,3221,8318,19873,44122,92423,183758,349511,638504,1126298,1923530,3190733,5151710,8113947,12485036,18799298,27732238,40128185,57007883,79587453,109267386,147636864,196430799,257506771,332766828,424101144,533267816,661816120,810930989,981348174,1173195404,1385923563,1618169147,1867747211,2131565871,2405701247,2685401448,2965257284,3239288914,3501219664,3744622379,3963250671,4151220065,4303340421,4415261618,4483764925,4506819330,4483764925,4415261618,4303340421,4151220065,3963250671,3744622379,3501219664,3239288914,2965257284,2685401448,2405701247,2131565871,1867747211,1618169147,1385923563,1173195404,981348174,810930989,661816120,533267816,424101144,332766828,257506771,196430799,147636864,109267386,79587453,57007883,40128185,27732238,18799298,12485036,8113947,5151710,3190733,1923530,1126298,638504,349511,183758,92423,44122,19873,8318,3221,1118,342,91,17,3"
JpH?GD??I??,"0,0,0,0,1,6,31,119,427,1287,3597,9052,21283,46639,96910,191238,361799,657941,1156359,1968555,3256975,5246358,8246697,12666929,19043787,28053756,40543793,57533900,80241603,110065210,148592563,197553245,258801670,334230124,425722637,535025759,663679649,812855880,983282974,1175075043,1387678282,1619721517,1869019661,2132479348,2406187029,2685395866,2964714607,3238178537,3499533795,3742371867,3960474835,4147975322,4299708085,4411338039,4479662311,4502654206,4479662311,4411338039,4299708085,4147975322,3960474835,3742371867,3499533795,3238178537,2964714607,2685395866,2406187029,2132479348,1869019661,1619721517,1387678282,1175075043,983282974,812855880,663679649,535025759,425722637,334230124,258801670,197553245,148592563,110065210,80241603,57533900,40543793,28053756,19043787,12666929,8246697,5246358,3256975,1968555,1156359,657941,361799,191238,96910,46639,21283,9052,3597,1287,427,119,31,6,1"
JpH?GD?OA??,"0,0,0,1,3,22,67,256,728,2051,5151,12257,27208,57515,115481,222494,411881,736700,1275733,2146146,3513153,5609413,8747872,13346891,19945057,29228582,42042491,59414663,82554151,112862146,151908575,201419209,263218064,339186566,431166543,540887913,669840555,819179633,989580963,1181150829,1393289735,1624635373,1872973121,2135244214,2407526686,2685137503,2962699963,3234337815,3493829156,3734870495,3951280228,4137298352,4287786743,4398502017,4466245012,4489053248,4466245012,4398502017,4287786743,4137298352,3951280228,3734870495,3493829156,3234337815,2962699963,2685137503,2407526686,2135244214,1872973121,1624635373,1393289735,1181150829,989580963,819179633,669840555,540887913,431166543,339186566,263218064,201419209,151908575,112862146,82554151,59414663,42042491,29228582,19945057,13346891,8747872,5609413,3513153,2146146,1275733,736700,411881,222494,115481,57515,27208,12257,5151,2051,728,256,67,22,3,1"
JpH?GGC@?G?,"0,0,0,0,5,19,99,332,1007,2734,6806,15721,34108,70350,138380,261286,475725,837871,1431582,2379102,3853091,6092608,9420021,14260842,21162652,30817697,44077556,61969457,85703419,116671558,156432949,206691758,269249557,345950630,438602680,548888624,678254623,827805671,998178545,1189432489,1400943458,1631324766,1878360342,2138996419,2409347485,2684767172,2959949281,3229088868,3486057105,3724639425,3938762950,4122751446,4271562607,4381021167,4447989807,4470532296,4447989807,4381021167,4271562607,4122751446,3938762950,3724639425,3486057105,3229088868,2959949281,2684767172,2409347485,2138996419,1878360342,1631324766,1400943458,1189432489,998178545,827805671,678254623,548888624,438602680,345950630,269249557,206691758,156432949,116671558,85703419,61969457,44077556,30817697,21162652,14260842,9420021,6092608,3853091,2379102,1431582,837871,475725,261286,138380,70350,34108,15721,6806,2734,1007,332,99,19,5"
JpH?GGC@A??,"0,0,0,0,2,12,54,210,668,1936,5040,12176,27331,58084,117077,225812,418438,748376,1295568,2177963,3562701,5683357,8855466,13498642,20154023,29509060,42411246,59887756,83149497,113595412,152794362,202466898,264433958,340567473,432703566,542560488,671619303,821022463,991438702,1182960413,1394984212,1626139800,1874212861,2136142758,2408017828,2685159432,2962208941,3233303718,3492244294,3732744812,3948651939,4134220780,4284338048,4394774067,4462345915,4485094124,4462345915,4394774067,4284338048,4134220780,3948651939,3732744812,3492244294,3233303718,2962208941,2685159432,2408017828,2136142758,1874212861,1626139800,1394984212,1182960413,991438702,821022463,671619303,542560488,432703566,340567473,264433958,202466898,152794362,113595412,83149497,59887756,42411246,29509060,20154023,13498642,8855466,5683357,3562701,2177963,1295568,748376,418438,225812,117077,58084,27331,12176,5040,1936,668,210,54,12,2"
JpH?GGCO??_,"0,0,0,0,0,6,26,134,456,1418,3892,9762,22665,49382,101731,199712,375682,680362,1190880,2020845,3333201,5355783,8398974,12875430,19321789,28418704,41011404,58123844,80969453,110949148,149643342,198782452,260208640,335813569,427464622,536906042,665658293,814891469,985312640,1177037871,1389493554,1621316376,1870306279,2133386778,2406635036,2685331690,2964083297,3236960524,3497712664,3739972942,3957527173,4144551034,4295879728,4407216139,4475350499,4498285328,4475350499,4407216139,4295879728,4144551034,3957527173,3739972942,3497712664,3236960524,2964083297,2685331690,2406635036,2133386778,1870306279,1621316376,1389493554,1177037871,985312640,814891469,665658293,536906042,427464622,335813569,260208640,198782452,149643342,110949148,80969453,58123844,41011404,28418704,19321789,12875430,8398974,5355783,3333201,2020845,1190880,680362,375682,199712,101731,49382,22665,9762,3892,1418,456,134,26,6"
JpH?GGCOA??,"0,0,0,0,2,10,46,180,570,1696,4493,11011,25090,53940,109782,213579,398567,717069,1247889,2107221,3460299,5538839,8656012,13229047,19797381,29046336,41822198,59152347,82248176,112510419,151512526,200980182,262741246,338677610,430635609,540344678,669299635,818654693,989089658,1180708657,1392915677,1624344152,1872782241,2135165486,2407572826,2685314657,2963014845,3234788468,3494414232,3735580270,3952105199,4138221130,4288791309,4399564737,4467345532,4490165092,4467345532,4399564737,4288791309,4138221130,3952105199,3735580270,3494414232,3234788468,2963014845,2685314657,2407572826,2135165486,1872782241,1624344152,1392915677,1180708657,989089658,818654693,669299635,540344678,430635609,338677610,262741246,200980182,151512526,112510419,82248176,59152347,41822198,29046336,19797381,13229047,8656012,5538839,3460299,2107221,1247889,717069,398567,213579,109782,53940,25090,11011,4493,1696,570,180,46,10,2"
JpH?GH??G@?,"0,0,0,0,0,4,21,112,396,1273,3546,9023,21212,46663,96839,191384,361921,658374,1156839,1969643,3258043,5248356,8248765,12669999,19046797,28058061,40547328,57538562,80244995,110068968,148593882,197554644,258798810,334226628,425714073,535015639,663663588,812839284,983259893,1175052566,1387651159,1619696710,1868991980,2132458036,2406164685,2685382826,2964703986,3238178999,3499537608,3742389131,3960494532,4148007317,4299741881,4411380974,4479703141,4502701808,4479703141,4411380974,4299741881,4148007317,3960494532,3742389131,3499537608,3238178999,2964703986,2685382826,2406164685,2132458036,1868991980,1619696710,1387651159,1175052566,983259893,812839284,663663588,535015639,425714073,334226628,258798810,197554644,148593882,110068968,80244995,57538562,40547328,28058061,19046797,12669999,8248765,5248356,3258043,1969643,1156839,658374,361921,191384,96839,46663,21212,9023,3546,1273,396,112,21,4"
JpH?GH??I??,"0,0,0,0,0,4,23,110,408,1281,3620,9211,21676,47623,98869,195058,368569,669634,1175381,1998795,3302987,5314866,8345299,12806021,19234431,28310221,40880202,57967180,80786967,110739464,149408064,198522144,259928002,335515310,427156335,536592997,665350656,814595846,985041205,1176797476,1389296653,1621168876,1870219158,2133363002,2406683603,2685451556,2964279570,3237228297,3498053270,3740376703,3957992238,4145064015,4296435813,4407799808,4475954921,4498893164,4475954921,4407799808,4296435813,4145064015,3957992238,3740376703,3498053270,3237228297,2964279570,2685451556,2406683603,2133363002,1870219158,1621168876,1389296653,1176797476,985041205,814595846,665350656,536592997,427156335,335515310,259928002,198522144,149408064,110739464,80786967,57967180,40880202,28310221,19234431,12806021,8345299,5314866,3302987,1998795,1175381,669634,368569,195058,98869,47623,21676,9211,3620,1281,408,110,23,4"
JpH?GH?OA??,"0,0,0,0,3,13,59,214,667,1916,4969,11968,26907,57224,115511,223155,414070,741430,1285091,2162572,3540713,5652888,8814285,13444173,20083866,29420397,42301470,59754940,82991920,113411745,152584821,202232538,264176813,340291489,432413743,542262760,671321811,820733621,991167147,1182716437,1394777597,1625979086,1874106876,2136098957,2408041181,2685254399,2962377559,3233544982,3492556565,3733123889,3949090094,4134710538,4284870152,4395336547,4462927150,4485682164,4462927150,4395336547,4284870152,4134710538,3949090094,3733123889,3492556565,3233544982,2962377559,2685254399,2408041181,2136098957,1874106876,1625979086,1394777597,1182716437,991167147,820733621,671321811,542262760,432413743,340291489,264176813,202232538,152584821,113411745,82991920,59754940,42301470,29420397,20083866,13444173,8814285,5652888,3540713,2162572,1285091,741430,414070,223155,115511,57224,26907,11968,4969,1916,667,214,59,13,3"
JpH?I?@O??_,"0,0,0,0,0,1,18,77,340,1097,3209,8363,20028,44559,93511,185972,353686,646176,1139271,1944866,3224413,5203193,8189814,12594775,18952540,27942213,40408373,57374527,80054909,109853822,148354016,197292909,258519315,333934439,425414459,534718287,663374371,812568440,983015745,1174845381,1387486142,1619585935,1868937076,2132466907,2406238200,2685525506,2964909909,3238453227,3499869656,3742778524,3960931032,4148488246,4300251520,4411919209,4480252607,4503258378,4480252607,4411919209,4300251520,4148488246,3960931032,3742778524,3499869656,3238453227,2964909909,2685525506,2406238200,2132466907,1868937076,1619585935,1387486142,1174845381,983015745,812568440,663374371,534718287,425414459,333934439,258519315,197292909,148354016,109853822,80054909,57374527,40408373,27942213,18952540,12594775,8189814,5203193,3224413,1944866,1139271,646176,353686,185972,93511,44559,20028,8363,3209,1097,340,77,18,1"
JpH?I?@OA??,"0,0,0,0,1,9,42,164,565,1649,4440,10904,24947,53629,109484,212962,397832,715979,1246625,2105350,3458545,5536349,8653788,13226569,19795906,29044948,41823538,59155067,82255189,112520968,151529825,201002344,262773383,338716141,430685049,540401457,669367526,818726994,989171396,1180790530,1393000989,1624423424,1872858051,2135225231,2407622250,2685340120,2963021640,3234766279,3494370637,3735504192,3952009763,4138097121,4288652598,4399406778,4467183911,4489993844,4467183911,4399406778,4288652598,4138097121,3952009763,3735504192,3494370637,3234766279,2963021640,2685340120,2407622250,2135225231,1872858051,1624423424,1393000989,1180790530,989171396,818726994,669367526,540401457,430685049,338716141,262773383,201002344,151529825,112520968,82255189,59155067,41823538,29044948,19795906,13226569,8653788,5536349,3458545,2105350,1246625,715979,397832,212962,109484,53629,24947,10904,4440,1649,565,164,42,9,1"
JpH?I@?OA??,"0,0,0,1,5,28,98,342,996,2676,6596,15273,33122,68482,135024,255659,466475,823531,1409873,2347516,3808171,6030668,9336341,14150917,21021029,30639323,43857189,61703400,85387698,116304771,156014429,206224335,268737220,345401428,438025621,548297238,677663284,827231990,997639668,1188949086,1400533419,1631007441,1878151064,2138910840,2409395501,2684958096,2960285278,3229570920,3486679376,3725394436,3939635579,4123727375,4272621065,4382141726,4449146919,4471702924,4449146919,4382141726,4272621065,4123727375,3939635579,3725394436,3486679376,3229570920,2960285278,2684958096,2409395501,2138910840,1878151064,1631007441,1400533419,1188949086,997639668,827231990,677663284,548297238,438025621,345401428,268737220,206224335,156014429,116304771,85387698,61703400,43857189,30639323,21021029,14150917,9336341,6030668,3808171,2347516,1409873,823531,466475,255659,135024,68482,33122,15273,6596,2676,996,342,98,28,5,1"
Jp_K?D??G?_,"0,0,0,0,0,1,6,53,230,875,2666,7338,17957,40993,87092,175591,336585,619947,1098852,1885884,3138331,5082957,8022544,12370338,18653258,27555729,39912817,56757494,79292986,108938387,147264342,196030245,257071013,332318274,423632102,532809667,661359411,810512698,980957299,1172873521,1385652619,1617995607,1867644362,2131579493,2405797410,2685624917,2965562083,3239721213,3501723586,3745240478,3963921682,4151985396,4304130491,4416120185,4484618556,4507708878,4484618556,4416120185,4304130491,4151985396,3963921682,3745240478,3501723586,3239721213,2965562083,2685624917,2405797410,2131579493,1867644362,1617995607,1385652619,1172873521,980957299,810512698,661359411,532809667,423632102,332318274,257071013,196030245,147264342,108938387,79292986,56757494,39912817,27555729,18653258,12370338,8022544,5082957,3138331,1885884,1098852,619947,336585,175591,87092,40993,17957,7338,2666,875,230,53,6,1"
Jp_KC@??G?_,"0,0,0,0,0,1,18,99,394,1291,3701,9495,22358,49153,101885,200706,378388,686272,1202049,2040546,3365791,5407243,8476828,12989799,19483874,28642867,41312845,58520251,81477427,111587566,150426180,199724319,261316063,337090279,428901659,538491341,667361615,816679192,987132363,1178835249,1391195450,1622855373,1871598018,2134361191,2407213602,2685458612,2963700095,3236044303,3496241018,3737964500,3955005530,4141581074,4292526836,4403586117,4471539373,4494419602,4471539373,4403586117,4292526836,4141581074,3955005530,3737964500,3496241018,3236044303,2963700095,2685458612,2407213602,2134361191,1871598018,1622855373,1391195450,1178835249,987132363,816679192,667361615,538491341,428901659,337090279,261316063,199724319,150426180,111587566,81477427,58520251,41312845,28642867,19483874,12989799,8476828,5407243,3365791,2040546,1202049,686272,378388,200706,101885,49153,22358,9495,3701,1291,394,99,18,1"
Jp_KA?@?GA?,"0,0,0,0,0,1,13,79,322,1090,3200,8387,20074,44790,93880,186791,355014,648567,1142877,1950658,3232589,5215256,8206135,12617279,18981444,27980200,40455171,57432956,80123992,109936427,148447842,197400629,258636505,334063369,425548815,534859706,663514028,812708185,983144900,1174965960,1387586158,1619668623,1868989965,2132495439,2406229747,2685488163,2964832264,3238346120,3499722548,3742605513,3960723083,4148261763,4299998326,4411657522,4479975268,4502984734,4479975268,4411657522,4299998326,4148261763,3960723083,3742605513,3499722548,3238346120,2964832264,2685488163,2406229747,2132495439,1868989965,1619668623,1387586158,1174965960,983144900,812708185,663514028,534859706,425548815,334063369,258636505,197400629,148447842,109936427,80123992,57432956,40455171,27980200,18981444,12617279,8206135,5215256,3232589,1950658,1142877,648567,355014,186791,93880,44790,20074,8387,3200,1090,322,79,13,1"
Jp_KA?@?I??,"0,0,0,0,0,1,11,63,280,986,2952,7911,19178,43196,91196,182493,348280,638437,1128033,1929574,3203347,5175744,8153777,12549605,18895676,27873700,40325401,57278130,79942524,109727883,148212506,197140301,258354093,333763399,425236771,534542846,663200534,812407105,982865724,1174718846,1387380852,1619514281,1868894797,2132466309,2406272105,2685605375,2965025698,3238614910,3500064220,3743014831,3961193215,4148783949,4300563018,4412253152,4480589972,4503605626,4480589972,4412253152,4300563018,4148783949,3961193215,3743014831,3500064220,3238614910,2965025698,2685605375,2406272105,2132466309,1868894797,1619514281,1387380852,1174718846,982865724,812407105,663200534,534542846,425236771,333763399,258354093,197140301,148212506,109727883,79942524,57278130,40325401,27873700,18895676,12549605,8153777,5175744,3203347,1929574,1128033,638437,348280,182493,91196,43196,19178,7911,2952,986,280,63,11,1"
Jp_I?C@?_?_,"0,0,0,0,0,1,6,49,222,839,2565,7083,17400,39825,84841,171452,329366,607822,1079243,1855102,3091597,5013835,7923054,12230463,18461288,27297963,39574185,56321477,78743137,108258560,146440566,195051099,255930551,331016191,422176707,531217759,659658559,808740480,979162859,1171114315,1383995482,1616512131,1866410122,2130667691,2405277952,2685557064,2965993603,3240681813,3503224840,3747271006,3966450010,4154955708,4307468802,4419733867,4488403723,4511551450,4488403723,4419733867,4307468802,4154955708,3966450010,3747271006,3503224840,3240681813,2965993603,2685557064,2405277952,2130667691,1866410122,1616512131,1383995482,1171114315,979162859,808740480,659658559,531217759,422176707,331016191,255930551,195051099,146440566,108258560,78743137,56321477,39574185,27297963,18461288,12230463,7923054,5013835,3091597,1855102,1079243,607822,329366,171452,84841,39825,17400,7083,2565,839,222,49,6,1"
Jp_I?C@?_C?,"0,0,0,0,0,1,16,85,350,1149,3335,8641,20576,45619,95317,189034,358576,653802,1150639,1961462,3247749,5235433,8233048,12651607,19025298,28033973,40521127,57510739,80215751,110040684,148566312,197530057,258778011,334211737,425704415,535015373,663669691,812854850,983282803,1175084777,1387686964,1619740703,1869036108,2132505087,2406208174,2685425702,2964736767,3238209271,3499555008,3742400162,3960493372,4148001608,4299722920,4411361879,4479675833,4502676810,4479675833,4411361879,4299722920,4148001608,3960493372,3742400162,3499555008,3238209271,2964736767,2685425702,2406208174,2132505087,1869036108,1619740703,1387686964,1175084777,983282803,812854850,663669691,535015373,425704415,334211737,258778011,197530057,148566312,110040684,80215751,57510739,40521127,28033973,19025298,12651607,8233048,5235433,3247749,1961462,1150639,653802,358576,189034,95317,45619,20576,8641,3335,1149,350,85,16,1"
Jp_I?C@?a??,"0,0,0,0,0,1,9,57,252,908,2752,7459,18220,41356,87758,176465,338032,621799,1101671,1889310,3143207,5088646,8030205,12378839,18664114,27567182,39926847,56771272,79309054,108952911,147280634,196043087,257084729,332326345,423640235,532810108,661359480,810503457,980948486,1172854780,1385635818,1617969369,1867622895,2131549931,2405776061,2685597377,2965546158,3239700764,3501717202,3745229945,3963926621,4151985571,4304145250,4416128166,4484639270,4507719870,4484639270,4416128166,4304145250,4151985571,3963926621,3745229945,3501717202,3239700764,2965546158,2685597377,2405776061,2131549931,1867622895,1617969369,1385635818,1172854780,980948486,810503457,661359480,532810108,423640235,332326345,257084729,196043087,147280634,108952911,79309054,56771272,39926847,27567182,18664114,12378839,8030205,5088646,3143207,1889310,1101671,621799,338032,176465,87758,41356,18220,7459,2752,908,252,57,9,1"
Jp_I?C@O??_,"0,0,0,0,0,1,8,53,232,845,2580,7052,17339,39613,84450,170629,328045,605415,1075614,1849360,3083371,5001767,7906784,12207954,18432346,27260083,39527351,56263068,78674162,108175937,146346714,194943567,255813289,330887224,422042502,531076267,659518795,808600874,979033547,1170993593,1383895591,1616429219,1866357052,2130639299,2405286206,2685594185,2966071473,3240788743,3503371838,3747444256,3966657904,4155182112,4307722403,4419995465,4488681084,4511825478,4488681084,4419995465,4307722403,4155182112,3966657904,3747444256,3503371838,3240788743,2966071473,2685594185,2405286206,2130639299,1866357052,1616429219,1383895591,1170993593,979033547,808600874,659518795,531076267,422042502,330887224,255813289,194943567,146346714,108175937,78674162,56263068,39527351,27260083,18432346,12207954,7906784,5001767,3083371,1849360,1075614,605415,328045,170629,84450,39613,17339,7052,2580,845,232,53,8,1"
Jp_I?C@OA??,"0,0,0,0,1,4,28,97,379,1152,3332,8498,20303,44882,94053,186573,354697,647178,1140863,1946449,3226737,5205331,8193014,12597363,18956375,27945111,40412591,57377045,80059160,109855325,148357441,197292841,258521304,333931788,425414773,534712740,663372500,812560257,983012129,1174834640,1387481994,1619573895,1868933070,2132455328,2406236024,2685515319,2964911256,3238445822,3499874673,3742774950,3960940168,4148487625,4300264349,4411920946,4480266946,4503261362,4480266946,4411920946,4300264349,4148487625,3960940168,3742774950,3499874673,3238445822,2964911256,2685515319,2406236024,2132455328,1868933070,1619573895,1387481994,1174834640,983012129,812560257,663372500,534712740,425414773,333931788,258521304,197292841,148357441,109855325,80059160,57377045,40412591,27945111,18956375,12597363,8193014,5205331,3226737,1946449,1140863,647178,354697,186573,94053,44882,20303,8498,3332,1152,379,97,28,4,1"
Jp_I?CA?_C?,"0,0,0,0,1,11,46,202,647,1879,4927,11885,26750,56869,114831,221651,411289,736352,1276274,2147652,3516955,5615577,8758364,13362080,19967218,29258206,42082750,59464962,82617696,112938321,151999993,201523306,263337583,339316508,431308430,541035681,669993766,819329778,989728922,1181285450,1393410842,1624732960,1873047537,2135284369,2407536622,2685106783,2962633856,3234229743,3493686335,3734686686,3951068585,4137053845,4287522201,4398216698,4465953500,4488753252,4465953500,4398216698,4287522201,4137053845,3951068585,3734686686,3493686335,3234229743,2962633856,2685106783,2407536622,2135284369,1873047537,1624732960,1393410842,1181285450,989728922,819329778,669993766,541035681,431308430,339316508,263337583,201523306,151999993,112938321,82617696,59464962,42082750,29258206,19967218,13362080,8758364,5615577,3516955,2147652,1276274,736352,411289,221651,114831,56869,26750,11885,4927,1879,647,202,46,11,1"
Jp_I?CA?a??,"0,0,0,0,0,3,22,100,397,1250,3567,9116,21546,47391,98588,194584,367970,668826,1174412,1997454,3301571,5313020,8343376,12803771,19232242,28307735,40878332,57965137,80785641,110738491,149408401,198522730,259930627,335518332,427161282,536598683,665358245,814603189,985050873,1176806371,1389306579,1621177618,1870228473,2133369304,2406690342,2685454734,2964281808,3237227050,3498051123,3740369712,3957985444,4145053189,4296424511,4407785851,4475942148,4498877678,4475942148,4407785851,4296424511,4145053189,3957985444,3740369712,3498051123,3237227050,2964281808,2685454734,2406690342,2133369304,1870228473,1621177618,1389306579,1176806371,985050873,814603189,665358245,536598683,427161282,335518332,259930627,198522730,149408401,110738491,80785641,57965137,40878332,28307735,19232242,12803771,8343376,5313020,3301571,1997454,1174412,668826,367970,194584,98588,47391,21546,9116,3567,1250,397,100,22,3"
Jp_I?CAO??_,"0,0,0,0,0,1,14,67,290,973,2902,7682,18661,41973,88804,177885,340273,624627,1105804,1894372,3150141,5096755,8040848,12390658,18679026,27583075,39945969,56790646,79331838,108974545,147305252,196064983,257108973,332345746,423661630,532824283,661375379,810510516,980957077,1172852875,1385636733,1617958537,1867615968,2131531187,2405762742,2685572037,2965528531,3239670845,3501696660,3745197844,3963904804,4151951820,4304123445,4416094121,4484617196,4507685974,4484617196,4416094121,4304123445,4151951820,3963904804,3745197844,3501696660,3239670845,2965528531,2685572037,2405762742,2131531187,1867615968,1617958537,1385636733,1172852875,980957077,810510516,661375379,532824283,423661630,332345746,257108973,196064983,147305252,108974545,79331838,56790646,39945969,27583075,18679026,12390658,8040848,5096755,3150141,1894372,1105804,624627,340273,177885,88804,41973,18661,7682,2902,973,290,67,14,1"
Jp_I?CAOA??,"0,0,0,0,0,3,17,90,347,1145,3325,8633,20635,45816,95882,190282,361243,658680,1159545,1976420,3272279,5273503,8291069,12736092,19146436,28201342,40748526,57810331,80604281,110529929,149173039,198262590,259648143,335218325,426849389,536281750,665044644,814302248,984771540,1176559114,1389101398,1621023052,1870133124,2133340314,2406732501,2685571724,2964475467,3237495663,3498392685,3740779269,3958455521,4145575296,4296989610,4408381392,4476556874,4499498954,4476556874,4408381392,4296989610,4145575296,3958455521,3740779269,3498392685,3237495663,2964475467,2685571724,2406732501,2133340314,1870133124,1621023052,1389101398,1176559114,984771540,814302248,665044644,536281750,426849389,335218325,259648143,198262590,149173039,110529929,80604281,57810331,40748526,28201342,19146436,12736092,8291069,5273503,3272279,1976420,1159545,658680,361243,190282,95882,45816,20635,8633,3325,1145,347,90,17,3"
Jp_I?D??I??,"0,0,0,0,0,1,11,65,274,976,2918,7819,18982,42842,90506,181361,346362,635453,1123423,1922904,3193615,5162380,8135461,12525545,18864218,27834276,40276007,57218742,79871256,109645407,148117406,197034789,258237127,333638947,425104693,534408696,663064742,812277123,982741734,1174609676,1387286318,1619443337,1868845915,2132448619,2406281689,2685650645,2965100646,3238726348,3500203586,3743187989,3961388775,4149006709,4300800206,4412508302,4480849090,4503872178,4480849090,4412508302,4300800206,4149006709,3961388775,3743187989,3500203586,3238726348,2965100646,2685650645,2406281689,2132448619,1868845915,1619443337,1387286318,1174609676,982741734,812277123,663064742,534408696,425104693,333638947,258237127,197034789,148117406,109645407,79871256,57218742,40276007,27834276,18864218,12525545,8135461,5162380,3193615,1922904,1123423,635453,346362,181361,90506,42842,18982,7819,2918,976,274,65,11,1"
