graph6,polynomial
Is`?GH??G,"0,0,0,1,3,20,57,213,594,1614,3903,8895,18826,37876,72255,132178,232268,394050,646922,1030786,1596911,2410592,3550645,5110417,7196012,9923338,13413596,17787464,23156454,29613846,37224903,46014782,55960840,66983216,78939384,91622921,104766002,118043866,131088681,143504373,154884483,164835682,172997448,179063467,182800833,184063656,182800833,179063467,172997448,164835682,154884483,143504373,131088681,118043866,104766002,91622921,78939384,66983216,55960840,46014782,37224903,29613846,23156454,17787464,13413596,9923338,7196012,5110417,3550645,2410592,1596911,1030786,646922,394050,232268,132178,72255,37876,18826,8895,3903,1614,594,213,57,20,3,1"
Is`?GH?O?,"0,0,0,0,2,10,54,196,603,1656,4086,9297,19744,39576,75351,137371,240676,406964,666154,1058257,1635043,2461850,3617584,5195366,7300956,10049309,13560670,17954329,23340126,29809605,37426196,46213201,56146668,67145704,79067276,91705481,104793715,118008926,130986092,143332379,154644920,164534235,172643529,178669419,182381800,183636138,182381800,178669419,172643529,164534235,154644920,143332379,130986092,118008926,104793715,91705481,79067276,67145704,56146668,46213201,37426196,29809605,23340126,17954329,13560670,10049309,7300956,5195366,3617584,2461850,1635043,1058257,666154,406964,240676,137371,75351,39576,19744,9297,4086,1656,603,196,54,10,2"
Is`?I?@O?,"0,0,0,0,1,9,41,161,534,1484,3760,8664,18645,37689,72377,132614,233634,396617,651613,1038154,1608421,2426920,3573575,5140710,7235269,9971931,13472511,17855710,23233918,29698065,37313634,46103985,56046788,67060139,79002844,91667070,104786551,118036663,131051428,143435193,154784790,164707295,172844719,178892071,182617992,183876512,182617992,178892071,172844719,164707295,154784790,143435193,131051428,118036663,104786551,91667070,79002844,67060139,56046788,46103985,37313634,29698065,23233918,17855710,13472511,9971931,7235269,5140710,3573575,2426920,1608421,1038154,651613,396617,233634,132614,72377,37689,18645,8664,3760,1484,534,161,41,9,1"
Is`?I@?O?,"0,0,0,0,3,17,65,239,715,1898,4575,10249,21457,42556,80259,145135,252570,424604,691373,1093417,1682633,2524476,3697861,5295674,7422940,10194036,13727684,18141713,23544433,30025378,37645787,46427773,56345530,67317196,79199694,91787467,104815066,117962132,130865901,143137101,154377205,164200278,172253140,178236456,181922129,183167260,181922129,178236456,172253140,164200278,154377205,143137101,130865901,117962132,104815066,91787467,79199694,67317196,56345530,46427773,37645787,30025378,23544433,18141713,13727684,10194036,7422940,5295674,3697861,2524476,1682633,1093417,691373,424604,252570,145135,80259,42556,21457,10249,4575,1898,715,239,65,17,3"
Is`AA@?O?,"0,0,0,2,11,37,135,409,1102,2682,6110,13024,26339,50625,93199,165090,282436,467801,752219,1176630,1793521,2668432,3880029,5520520,7693699,10511765,14090893,18545866,23981216,30482703,38107810,46875007,56755898,67666875,79464278,91944030,104843733,117847123,130597626,142713111,153802804,163488891,171426071,177321259,180952116,182178636,180952116,177321259,171426071,163488891,153802804,142713111,130597626,117847123,104843733,91944030,79464278,67666875,56755898,46875007,38107810,30482703,23981216,18545866,14090893,10511765,7693699,5520520,3880029,2668432,1793521,1176630,752219,467801,282436,165090,93199,50625,26339,13024,6110,2682,1102,409,135,37,11,2"
IsOGQ?@?O,"0,0,0,1,3,19,53,192,539,1490,3641,8369,17889,36229,69539,127896,225708,384329,633095,1011558,1570987,2376614,3507224,5056345,7130548,9845891,13324549,17687954,23048273,29499939,37109469,45902355,55857085,66894277,78871217,91581435,104756557,118070093,131153360,143608374,155026143,165011791,173203025,179291070,183042316,184310008,183042316,179291070,173203025,165011791,155026143,143608374,131153360,118070093,104756557,91581435,78871217,66894277,55857085,45902355,37109469,29499939,23048273,17687954,13324549,9845891,7130548,5056345,3507224,2376614,1570987,1011558,633095,384329,225708,127896,69539,36229,17889,8369,3641,1490,539,192,53,19,3,1"
IsOGQ?@O?,"0,0,0,0,1,6,33,136,467,1338,3460,8104,17626,35950,69529,128176,226858,386698,637488,1018694,1582199,2392712,3529910,5086618,7169705,9894702,13383704,17756748,23126311,29585160,37199032,45992844,55944089,66972462,78935611,91626756,104777548,118063510,131115983,143539018,154925554,164882610,173048626,179118358,182857511,184121200,182857511,179118358,173048626,164882610,154925554,143539018,131115983,118063510,104777548,91626756,78935611,66972462,55944089,45992844,37199032,29585160,23126311,17756748,13383704,9894702,7169705,5086618,3529910,2392712,1582199,1018694,637488,386698,226858,128176,69529,35950,17626,8104,3460,1338,467,136,33,6,1"
IsOGQ@?O?,"0,0,0,0,1,11,53,199,623,1710,4221,9589,20309,40616,77173,140375,245424,414206,676781,1073383,1655899,2489728,3653855,5241282,7357426,10116962,13639532,18043611,23438243,29914020,37533333,46318719,56245318,67231708,79134834,91748867,104807710,117989582,130930781,143240109,154516787,164373232,172454580,178459286,182158337,183408060,182158337,178459286,172454580,164373232,154516787,143240109,130930781,117989582,104807710,91748867,79134834,67231708,56245318,46318719,37533333,29914020,23438243,18043611,13639532,10116962,7357426,5241282,3653855,2489728,1655899,1073383,676781,414206,245424,140375,77173,40616,20309,9589,4221,1710,623,199,53,11,1"
IsOI?D??G,"0,0,0,0,1,4,30,106,407,1185,3169,7504,16615,34133,66671,123558,220003,376529,623225,998808,1555824,2358008,3486086,5032044,7104104,9817182,13295275,17657719,23019488,29472814,37085621,45882575,55843081,66885857,78870094,91587434,104769762,118090847,131181185,143642215,155065991,165056651,173251133,179342525,183095280,184363404,183095280,179342525,173251133,165056651,155065991,143642215,131181185,118090847,104769762,91587434,78870094,66885857,55843081,45882575,37085621,29472814,23019488,17657719,13295275,9817182,7104104,5032044,3486086,2358008,1555824,998808,623225,376529,220003,123558,66671,34133,16615,7504,3169,1185,407,106,30,4,1"
IsOI?D?O?,"0,0,0,0,0,7,38,159,537,1524,3855,8912,19137,38640,74053,135476,238160,403654,661963,1053038,1628959,2454614,3609587,5186578,7291681,10039801,13551578,17945586,23332586,29803455,37421661,46210746,56146447,67147488,79071297,91711558,104801071,118017908,130995946,143342818,154655725,164545463,172654207,178680557,182392532,183646886,182392532,178680557,172654207,164545463,154655725,143342818,130995946,118017908,104801071,91711558,79071297,67147488,56146447,46210746,37421661,29803455,23332586,17945586,13551578,10039801,7291681,5186578,3609587,2454614,1628959,1053038,661963,403654,238160,135476,74053,38640,19137,8912,3855,1524,537,159,38,7"
IsOIA@?O?,"0,0,0,0,4,22,86,294,859,2214,5220,11471,23642,46268,86349,154683,267026,445800,721492,1134983,1738465,2597404,3790734,5410932,7562282,10358219,13916178,18352113,23772592,30265007,37888552,46663525,56562638,67502910,79341378,91872813,104833277,117904872,130728086,142917119,154078008,163828757,171820457,177757291,181413920,182649006,181413920,177757291,171820457,163828757,154078008,142917119,130728086,117904872,104833277,91872813,79341378,67502910,56562638,46663525,37888552,30265007,23772592,18352113,13916178,10358219,7562282,5410932,3790734,2597404,1738465,1134983,721492,445800,267026,154683,86349,46268,23642,11471,5220,2214,859,294,86,22,4"
IsPAA@?O?,"0,0,0,3,13,54,181,529,1392,3292,7313,15255,30232,57146,103723,181386,306832,503232,802094,1244944,1884599,2786636,4029649,5705197,7915792,10772258,14388586,18876782,24338594,30856604,38485029,47239840,57090208,67951106,79678972,92070493,104865434,117751672,130377311,142365865,153333299,162908054,170751010,176574823,180160957,181372108,180160957,176574823,170751010,162908054,153333299,142365865,130377311,117751672,104865434,92070493,79678972,67951106,57090208,47239840,38485029,30856604,24338594,18876782,14388586,10772258,7915792,5705197,4029649,2786636,1884599,1244944,802094,503232,306832,181386,103723,57146,30232,15255,7313,3292,1392,529,181,54,13,3"
IqD?I?@O?,"0,0,0,0,0,2,29,124,448,1357,3504,8260,17991,36734,70933,130728,230903,393282,647163,1032970,1601894,2419902,3565080,5132270,7225548,9963086,13462834,17848111,23225808,29693350,37308634,46103348,56045766,67064156,79005783,91675298,104792578,118047744,131059181,143447714,154792928,164720149,172852493,178904629,182625322,183888822,182625322,178904629,172852493,164720149,154792928,143447714,131059181,118047744,104792578,91675298,79005783,67064156,56045766,46103348,37308634,29693350,23225808,17848111,13462834,9963086,7225548,5132270,3565080,2419902,1601894,1032970,647163,393282,230903,130728,70933,36734,17991,8260,3504,1357,448,124,29,2"
IqD?I@?O?,"0,0,0,0,1,14,69,238,743,1994,4798,10684,22350,44094,82977,149476,259386,434762,706228,1114054,1710993,2561796,3746110,5355900,7496629,10281212,13828844,18254994,23668329,30155962,37779086,46557596,56466207,67420962,79280175,91837148,104828368,117933770,130793529,143019082,154215728,163998592,172017724,177975040,181644771,182884060,181644771,177975040,172017724,163998592,154215728,143019082,130793529,117933770,104828368,91837148,79280175,67420962,56466207,46557596,37779086,30155962,23668329,18254994,13828844,10281212,7496629,5355900,3746110,2561796,1710993,1114054,706228,434762,259386,149476,82977,44094,22350,10684,4798,1994,743,238,69,14,1"
IqDAA@?O?,"0,0,0,1,8,43,148,452,1233,3024,6775,14346,28697,54733,99939,175759,298560,491617,785993,1223315,1856247,2750424,3984340,5649957,7849953,10695784,14301971,18781199,24236126,30750224,38378313,47137348,56997088,67872753,79620874,92037772,104862456,117781927,130442819,142466973,153468865,163074916,170944114,176787931,180386501,181601854,180386501,176787931,170944114,163074916,153468865,142466973,130442819,117781927,104862456,92037772,79620874,67872753,56997088,47137348,38378313,30750224,24236126,18781199,14301971,10695784,7849953,5649957,3984340,2750424,1856247,1223315,785993,491617,298560,175759,99939,54733,28697,14346,6775,3024,1233,452,148,43,8,1"
IqPAA@?O?,"0,0,1,4,27,94,289,784,1982,4490,9577,19342,37310,68822,122276,209830,349097,564146,887321,1360994,2038623,2985764,4280648,6013896,8286123,11205472,14882337,19424404,24928778,31472818,39105487,47838536,57637575,68415190,80027563,92273158,104895674,117589178,130009508,141789704,152556558,161948832,169637377,175344056,178857114,180043372,178857114,175344056,169637377,161948832,152556558,141789704,130009508,117589178,104895674,92273158,80027563,68415190,57637575,47838536,39105487,31472818,24928778,19424404,14882337,11205472,8286123,6013896,4280648,2985764,2038623,1360994,887321,564146,349097,209830,122276,68822,37310,19342,9577,4490,1982,784,289,94,27,4,1"
IiPAA@?O?,"0,1,1,19,55,193,499,1303,3031,6536,13314,25951,48439,86827,150415,252391,411619,653257,1010954,1528099,2258814,3268663,4635337,6448051,8804737,11809741,15568489,20182940,25743661,32320939,39956994,48657607,58383661,69044701,80496631,92540587,104925788,117354595,129493495,140988667,151481118,160624027,168101911,173648797,177062257,178214666,177062257,173648797,168101911,160624027,151481118,140988667,129493495,117354595,104925788,92540587,80496631,69044701,58383661,48657607,39956994,32320939,25743661,20182940,15568489,11809741,8804737,6448051,4635337,3268663,2258814,1528099,1010954,653257,411619,252391,150415,86827,48439,25951,13314,6536,3031,1303,499,193,55,19,1,1"
